reranked_order,definition_id,example_sn,example_cn,example_en,example_img,pinyin_id,hanzi,frequency_rank
21487,539811,1,八卦中的巽卦象征风，代表着柔和与渗透的力量。,"In the Eight Trigrams, the Xun trigram symbolizes wind, representing gentle and penetrating power.",,53981,巽,10267
21488,537711,1,菏泽是山东省的一个著名城市，以牡丹闻名。,"Heze is a famous city in Shandong Province, known for its peonies.",,53771,菏,10268
21489,543112,1,这座石碑下的石趺雕刻精美，令人赞叹。,"The Shi Fu under this stone tablet is exquisitely carved, leaving people in awe.",,54311,趺,10270
21490,2060414,1,羊肉的膻味让不习惯的人难以接受。,The gamy smell of mutton is hard for unaccustomed people to accept.,,200023,膻,10271
21491,537011,1,古人常用瓴来盛水，这种器皿在当时非常实用。,"The ancients often used '瓴' to hold water, which was a very practical vessel at that time.",,53701,瓴,10272
21492,541411,1,夏季野外活动时要注意防范蜱虫叮咬，以免感染疾病。,"During summer outdoor activities, be cautious to prevent tick bites to avoid contracting diseases.",,54141,蜱,10273
21493,535911,1,颟颟顸顸的态度让他在工作中频频出错。,His careless and sloppy attitude caused him to make frequent mistakes at work.,,53591,颟,10274
21494,536011,1,畀以重任，是对一个人能力的最大认可。,Being entrusted with important tasks is the greatest recognition of a person's abilities.,,53601,畀,10275
21495,539911,1,古代文人常聚在一起，饮着浊醪，吟诗作对，畅谈人生。,"Ancient scholars often gathered together, drinking unfiltered wine, composing poetry, and discussing life.",,53991,醪,10277
21496,539912,1,这坛陈年醪酒香气浓郁，入口醇厚，是难得的佳酿。,"This jar of aged mellow wine has a rich aroma and a smooth taste, making it a rare and excellent brew.",,53991,醪,10277
21497,542911,1,山间的濑流湍急，发出哗哗的响声。,"The rapid stream in the mountains rushes noisily, making a splashing sound.",,54291,濑,10278
21498,540811,1,红石砬的山势险峻，是当地著名的自然景观。,The steep terrain of Hongshila is a famous natural landmark in the area.,,54081,砬,10279
21499,543011,1,动物园里的狒狒们正在嬉戏打闹，吸引了许多游客。,"The baboons in the zoo are playing and fighting, attracting many visitors.",,54301,狒,10280
21500,550211,1,北邙山上古墓众多，是研究古代历史的重要遗址。,"Beimang Mountain has numerous ancient tombs, making it an important site for studying ancient history.",,55021,邙,10282
21501,549911,1,池塘里漂浮着几片圆圆的荇菜叶子，在阳光下显得格外翠绿。,"A few round water shield leaves float in the pond, looking particularly emerald under the sunlight.",,54991,荇,10283
21502,548211,1,这种有机砜化合物在化学工业中有着广泛的应用。,This organic sulfone compound has wide applications in the chemical industry.,,54821,砜,10284
21503,546011,1,将军一声令下，麾军前进。,"At the general's command, the troops advanced.",,54601,麾,10285
21504,546012,1,在敌军溃败之际，他果断选择麾军前进。,"As the enemy army collapsed, he decisively chose to lead his troops forward.",,54601,麾,10285
21505,550111,1,节日里，维吾尔族老人穿着鲜艳的袷袢在广场上跳舞。,"During the festival, the Uyghur elders wore bright qiapan robes and danced in the square.",,55011,袷,10287
21506,551511,1,峄山以奇石闻名，山上怪石嶙峋形态各异。,"Yi Mountain is famous for its strange rocks, with jagged boulders of various shapes on its slopes.",,55151,峄,10288
21507,550911,1,马厩里传来咴儿咴儿的叫声，原来是马儿在欢迎主人。,The neighing sounds came from the stable—the horses were welcoming their owner.,,55091,咴,10289
21508,545211,1,运动时不小心撞到了髂骨，疼得他直不起腰。,"He accidentally hit his ilium while exercising, and the pain made him unable to straighten his back.",,54521,髂,10290
21509,544811,1,绞肠痧是一种严重的疾病，需及时治疗。,Cholera morbus is a serious disease that requires prompt treatment.,,54481,痧,10291
21510,545511,1,新政策的实施标志着改革的发轫。,The implementation of the new policy marks the beginning of reform.,,54551,轫,10292
21511,546612,1,暝色四合时，村庄里升起了袅袅炊烟。,"As twilight descended, wisps of smoke rose from the village chimneys.",,54661,暝,10293
21512,546611,1,日将暝，鸟儿归巢，四周渐渐安静下来。,"As the sun was about to set, the birds returned to their nests, and the surroundings gradually became quiet.",,54661,暝,10293
21513,547911,1,八卦中的每一爻都代表着不同的自然现象和人生哲理。,Each line (yao) in the Eight Trigrams represents different natural phenomena and life philosophies.,,54791,爻,10297
21514,545611,1,貘是一种珍稀动物，主要生活在热带雨林中。,The tapir is a rare animal that mainly lives in tropical rainforests.,,54561,貘,10298
21515,551111,1,耪地是一种传统的农耕方式，用于松土除草。,Pangdi is a traditional farming method used for loosening soil and weeding.,,55111,耪,10299
21516,544711,1,夜深人静时，更夫敲击柝的声音格外清晰。,"In the dead of night, the sound of the night watchman striking the wooden clapper was particularly clear.",,54471,柝,10300
21517,2060416,1,他用铁箝夹住了滚烫的金属零件。,He used pliers to clamp the hot metal part.,,200025,箝,10301
21518,546912,1,传说中这位诗人是天上的文曲星谪降人间。,Legend has it that this poet was a celestial star banished to the mortal world.,,54691,谪,10302
21519,546911,1,因言获罪的文人被贬谪到偏远地区。,The literati who offended through speech were exiled to remote areas.,,54691,谪,10302
21520,546913,1,众人交谪，纷纷指责他的不当行为。,"Everyone criticized him, blaming him for his improper behavior.",,54691,谪,10302
21521,551011,1,台风来袭时，罡风呼啸，吹得树木东倒西歪。,"When the typhoon hit, the fierce winds howled, blowing trees askew.",,55101,罡,10303
21522,548511,1,他端起药碗，一哙而尽，眉头都没皱一下。,He picked up the medicine bowl and swallowed it all in one gulp (kuai) without even frowning.,,54851,哙,10304
21523,545111,1,马车的毂因年久失修而发出吱呀的声响。,The hub of the carriage creaked due to long-term disrepair.,,54511,毂,10305
21524,543911,1,港口内帆樯如林，船只往来繁忙。,"The harbor is busy with boats coming and going, their masts standing like a forest.",,54391,樯,10307
21525,544911,1,丹墀是古代宫殿前涂成红色的台阶。,Dan Chi is the red-painted steps in front of ancient palaces.,,54491,墀,10308
21526,551311,1,嬴政是中国历史上第一位完成大一统的皇帝。,Ying Zheng was the first emperor in Chinese history to complete the great unification.,,55131,嬴,10309
21527,552211,1,山坡上生长着几株茑萝，它们的藤蔓缠绕在附近的树枝上。,"A few mistletoe plants grow on the hillside, their vines entwined around nearby branches.",,55221,茑,10310
21528,548311,1,战场上鼙喧天，士兵们士气高涨。,"On the battlefield, the sound of drums filled the sky, and the soldiers' morale was high.",,54831,鼙,10311
21529,548711,1,岣嵝山的嵝峰终年云雾缭绕，宛如仙境一般。,"The Lou Peak of Mount Goulou is shrouded in clouds and mist all year round, like a fairyland.",,54871,嵝,10312
21530,547011,1,国帑空虚，难以支撑庞大的军费开支。,"The national treasury was depleted, making it difficult to support the huge military expenses.",,54701,帑,10313
21531,546512,1,墙壁墁得溜平，看起来十分整洁。,The walls were plastered so smoothly that they looked very neat.,,54651,墁,10314
21532,546511,1,庭院里花砖墁地，显得格外雅致。,"The courtyard was paved with floral tiles, which made it look particularly elegant.",,54651,墁,10314
21533,549011,1,锕系元素在核工业中具有重要的研究和应用价值。,Actinium series elements have important research and application value in the nuclear industry.,,54901,锕,10315
21534,550612,1,端午节时，人们常用箬叶包裹粽子，清香扑鼻。,"During the Dragon Boat Festival, people often use indocalamus leaves to wrap zongzi, giving off a refreshing fragrance.",,55061,箬,10316
21535,550611,1,这片竹林里生长着许多箬竹，竹叶又宽又长。,"Many indocalamus bamboos grow in this bamboo grove, with broad and long leaves.",,55061,箬,10316
21536,543612,1,油氽馒头外酥里嫩，非常美味。,"Fried mantou is crispy on the outside and tender on the inside, very delicious.",,54361,氽,10317
21537,543611,1,木板在水上氽，显得轻盈而自由。,The wooden board floats lightly and freely on the water.,,54361,氽,10317
21538,2060417,1,考古学家发现了一个古代的青铜匚容器。,Archaeologists discovered an ancient bronze square container.,,200026,匚,10319
21539,549821,1,这条古老的峤道蜿蜒于群山之间，曾是商旅必经之路。,This ancient mountain path (jiao) winds between the mountains and was once a necessary route for merchants and travelers.,,54982,峤,10321
21540,549811,1,远处峤峰耸立，在云雾中若隐若现，宛如一幅水墨画。,"In the distance, the towering pointed peaks (qiao) loom in and out of the clouds and mist, like an ink painting.",,54981,峤,10321
21541,544311,1,古人云：'谌信不欺，方能立世。',As the ancients said: 'Only by being trustworthy and honest can one establish oneself in the world.',,54431,谌,10322
21542,544312,1,谌然如此，吾辈当以此为鉴。,"Indeed it is so, and we should take this as a lesson.",,54431,谌,10322
21543,544313,1,谌先生是我们学校最受尊敬的教授之一。,Mr. Chen is one of the most respected professors at our school.,,54431,谌,10322
21544,551911,1,工程师们仔细计算了反应过程中的焓变，以确保系统的能量平衡。,The engineers carefully calculated the enthalpy change during the reaction to ensure the energy balance of the system.,,55191,焓,10324
21545,551221,1,古籍记载这座山上多有硌石，行人需小心攀爬。,"Ancient texts record that this mountain has many large rocks, requiring climbers to be cautious.",,55122,硌,10325
21546,551211,1,吃东西时硌牙，原来是咬到了一颗小石子。,"I felt something hard while eating, and it turned out to be a small stone that hurt my teeth.",,55121,硌,10325
21547,548811,1,她佩戴的翡翠珥饰在阳光下闪烁着迷人的光芒。,The jade earrings (er) she wore sparkled with enchanting brilliance in the sunlight.,,54881,珥,10328
21548,551811,1,实验室里正在合成一种新型的醌类化合物，用于抗癌药物的研究。,A new type of quinone compound is being synthesized in the laboratory for research on anti-cancer drugs.,,55181,醌,10330
21549,550821,1,砉然嚮（响）然，奏刀（huō）然（见《庄子·养生主》），形容庖丁解牛时刀法的流畅。,"With a resounding sound, the knife moved smoothly (as described in 'Zhuangzi: On Nourishing Life'), depicting the fluidity of Butcher Ding's technique when cutting up an ox.",,55082,砉,10331
