rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
14833,1,军服,jūn fú,,,名,军人的制服。在式样、颜色、用料和穿着方式等方面有统一规定,军服很帅气｜他穿着新军服,military uniform; standardized attire for military personnel
14834,1,院落,yuàn luò,,,名,院子,院落很宽敞｜四合院的院落很大,courtyard; a yard enclosed by buildings
14835,1,照搬,zhào bān,,,动,把现成的方法、经验等原封不动地拿来运用,不能照搬旧模式,copy mechanically; apply existing methods or experiences without change
14837,1,山洞,shān dòng,,,名,山中的洞穴,山洞里很凉爽｜他们在山洞避雨,cave; a natural hollow in a mountain
14839,1,台海,tái hǎi,,,名,台湾海峡的简称,台海局势备受关注｜船只穿越台海,Taiwan Strait
14841,1,紧锣密鼓,jǐn luó mì gǔ,,,,旧时戏曲开演前，为督促观众入场、落座、安静下来，打三通节奏急促紧密的锣鼓。比喻为某事出台而紧张地进行舆论准备,准备工作紧锣密鼓｜演出前紧锣密鼓,intense preparation; metaphor for vigorous preparatory activities
14842,1,美发,měi fà,,,动,用修剪、烫染、梳理等方式使头发美观,美容美发｜美发师,"hairdressing; beautify hair through cutting, styling, or coloring"
14843,1,口信,kǒu xìn,,,名,口头转达的话,捎个口信,oral message; a verbally conveyed communication
14844,1,追悼,zhuī dào,,,动,追念哀悼（死者）,沉痛追悼牺牲的战友。,mourn; grieve for the deceased
14845,1,索引,suǒ yǐn,,,名,检索图书资料的一种工具，把书刊中的内容或项目分类摘录，注明页数，按一定次序排列，附在书刊之后，或单独编辑出版。如《二十四史人名索引》,书后有索引｜通过索引查找资料,index; a reference tool listing contents or items with page numbers
14846,1,胜局,shèng jú,,,名,获胜的局势,锁定胜局,winning situation; a scenario leading to victory
14847,1,范例,fàn lì,,,名,能够作为榜样的事例,深圳的成功是中国特区建设的一个范例。,example; a model case that serves as a standard
14849,1,至多,zhì duō,,,副,表示最大的限度,至多住一个星期｜今年至多去过三回。,at most; indicating the maximum limit
14850,1,逼迫,bī pò,,,动,施加压力促使；强迫,不能逼迫人家承认错误。,compel; force through pressure
14851,1,横跨,héng kuà,,,动,跨越（多指两个不同的空间或时间）,横跨欧亚大陆｜横跨两个世纪,span; cross over (spaces or times)
14852,1,标注,biāo zhù,,,动,标示；注明,标注记号｜文中难懂的地方，一一加以标注。,mark; indicate or annotate
14853,1,中路,zhōng lù,,,名,中间的一路；中间的区域,中路军｜中路进攻,middle road; the central path or area
14853,2,中路,zhōng lù,,,形,质量、水平等中等的,中路成色,average; of medium quality or level
14853,3,中路,zhōng lù,,,名,〈文〉半路；中途,中路而返,midway; halfway (literary)
14854,1,下大力气,xià dà lì qi,,,,投入大量精力,下大力气整顿,make great efforts; invest significant energy
14855,1,版画,bǎn huà,,,名,用刀子雕刻或用化学药品蚀刻成的底版印成的画,这幅版画很精美｜他擅长制作版画,printmaking; art created by printing from engraved plates
14856,1,心神,xīn shén,,,名,心思；精力,心神集中,mind; thoughts and energy
14856,2,心神,xīn shén,,,名,精神状态,心神恍惚,state of mind; mental condition
14857,1,穿行,chuān xíng,,,动,从中通过,草坪不准穿行,pass through; go through from within
14858,1,祷告,dǎo gào,,,动,向神灵祝告，祈求保佑,她在教堂祷告｜虔诚地祷告,pray; appeal to deities for protection
14859,1,退休金,tuì xiū jīn,,,名,退休人员根据规定按期领取的生活费用,他每月领退休金｜退休金足够生活,pension; regular payments to retirees
14860,1,概论,gài lùn,,,名,对某一学科理论的概括的论述（多用于书名）,《法学概论》｜《旅游管理概论》。,introduction; a general overview of a subject (often in book titles)
14861,1,手球,shǒu qiú,,,名,"球类运动项目，球场长40米，宽20米。比赛时每队7人或11人,1人守球门，用手把球射进对方球门得分",手球比赛很激烈｜他喜欢打手球,handball; a team sport where players throw a ball into a goal
14861,2,手球,shǒu qiú,,,名,手球运动使用的球，比足球略小,手球是皮制的｜这个手球质量很好,"handball; the ball used in handball, slightly smaller than a soccer ball"
14861,3,手球,shǒu qiú,,,名,足球比赛中，非守门员在场内任何地点或守门员在禁区以外，用手或臂部触球的犯规动作,裁判判罚手球犯规｜这是个明显的手球,handball; a foul in soccer involving hand contact with the ball
14863,1,广交会,guǎng jiāo huì,,,名,在广州举办的中国出口商品交易会的简称。1957年开始在广州举办，此后每年春秋各在广州举办一次,广交会每年举办｜企业参加广交会,Canton Fair; China Export Commodities Fair held in Guangzhou
14864,1,防备,fáng bèi,,,动,为应付或避免不利情况的发生而预作准备,防备坏人破坏｜防备洪水,guard against; prepare for potential adverse situations
14865,1,放水,fàng shuǐ,,,动,指在体育比赛等活动中串通作弊，一方故意让给另一方,这场比赛有放水的嫌疑。｜他承认在比赛中放水了。,fix a match; deliberately lose in sports or competitions
14865,2,放水,fàng shuǐ,,,动,把水放出来，使流通,开闸放水,release water; let water flow out
14866,1,放火,fàng huǒ,,,动,为某种目的点火焚烧山林、粮草、房屋等,放火烧山,set fire; intentionally ignite structures or nature
14866,2,放火,fàng huǒ,,,动,比喻煽动骚乱,到处放火，妄图制造事端。,incite; stir up trouble metaphorically
14867,1,残骸,cán hái,,,名,尸骨；借指残损的飞机、车辆或毁坏的建筑物等,野猪的残骸｜汽车残骸,"wreckage; remains of vehicles, aircraft, or buildings"
14868,1,病理,bìng lǐ,,,名,疾病发生与发展过程中细胞、组织、器官的结构、功能、代谢等的变化及其规律,病理检查｜病理解剖学,pathology; study of disease processes and changes
14870,1,伦理学,lún lǐ xué,,,名,研究道德现象、揭示道德本质及其发展规律的学科,伦理学是哲学的重要分支。｜他正在研究伦理学问题。,ethics; the study of moral principles and behavior
14871,1,珍宝,zhēn bǎo,,,名,指珍珠、宝石等；泛指价值很高的物品,稀世珍宝｜视若珍宝,treasure; valuable items like jewels and pearls
14873,1,忡忡,chōng chōng,,,形,形容心事重重、忧虑不安的样子,忧心忡忡,heavy-hearted; deeply worried or anxious
14874,1,人种,rén zhǒng,,,名,具有共同起源和共同遗传体质特征（如皮肤、毛发、眼睛颜色、血型等）的人类群体。世界上的人种主要有：尼格罗人种、蒙古人种、欧罗巴人种。也有主要根据肤色特征划分人种的。如黄色人种、白色人种、黑色人种,不同人种应该平等相处。｜世界上有三大人种。,race; human groups with shared genetic traits
14875,1,缔造,dì zào,,,动,创立；建立（大事业）,新中国的缔造者,found; establish (a great cause)
14876,1,定制,dìng zhì,,,动,定做,这些家具都是定制的。,customize; make to order
14876,2,定制,dìng zhì,,,名,定下来的制度,中央电视台每年举行春节联欢晚会似乎已成定制。,established system; a fixed set of rules
14877,1,影剧,yǐng jù,,,名,电影和戏剧的合称,影剧两栖演员,film and drama; collective term for movies and plays
14878,1,未遂,wèi suì,,,动,目的没有达到或想法没能实现,政变未遂｜自杀未遂,attempted but not completed; failed to achieve a goal
14879,1,下载,xià zǎi,,,动,将互联网或其他电子计算机上的信息资料复制到本台计算机上（跟“上载”相对）,我正在下载这个软件。｜下载文件需要一些时间。,download; copy data from a network to a local computer
14880,1,欢度,huān dù,,,动,高高兴兴地度过（某一段时间）,欢度佳节｜欢度晚年,celebrate joyfully; spend a period happily
14886,1,拐杖,guǎi zhàng,,,名,走路时拄的棍子，手持的一端一般有弯柄,爷爷拄着拐杖散步。｜这根拐杖很结实。,walking stick; a staff with a curved handle for support
14887,1,交情,jiāo qing,,,名,在交往中建立起来的感情,我们之间有很深的交情。,friendship; emotional bond from social interactions
14888,1,简朴,jiǎn pǔ,,,形,简单朴素,生活作风简朴｜衣着简朴,simple and unadorned; plain and modest
14888,2,简朴,jiǎn pǔ,,,形,简练朴实,语言简朴,concise and sincere; straightforward and genuine
14889,1,古今中外,gǔ jīn zhōng wài,,,,从古代到现代，从中国到外国；形容范围广阔，无所不包,古今中外都有类似的故事。｜这本书涉及古今中外的历史。,across all times and places; universally applicable
14890,1,讴歌,ōu gē,,,动,歌颂；赞美,讴歌祖国,praise; sing the praises of
14891,1,技术市场,jì shù shì chǎng,,,,指有关技术转让、技术咨询、技术培训、技术承包、技术入股和联合开发新产品等技术贸易活动的市场,技术市场发展很快。｜他在技术市场工作。,technology market; marketplace for tech transfers and services
14892,1,透彻,tòu chè,,,形,精辟；详尽而深入,透彻地分析｜道理讲得很透彻,penetrating; thorough and insightful
14893,1,解放区,jiě fàng qū,,,名,指推翻了反动政权，建立了人民政权的地区；特指在抗日战争和解放战争时期，中国共产党领导的军队从日伪统治或国民党反动派统治下解放出来的地区,解放区的生活改善了。｜他来自老解放区。,"liberated area; region freed from oppressive rule, especially by Communist forces"
14894,1,义不容辞,yì bù róng cí,,,,道义上不容许推辞。表示理应承当,帮助朋友义不容辞。｜保护环境义不容辞。,duty-bound; morally obligated to undertake
14896,1,细长,xì cháng,,,形,又细又长,细长的手指,slender; long and thin
14897,1,等分,děng fēn,,,动,划分使各部分数量、大小相同,把这条线段三等分。,divide equally; split into equal parts
14899,1,成章,chéng zhāng,,,动,成为文章,落笔成章,form an article; become a written piece
14899,2,成章,chéng zhāng,,,动,形成条理,顺理成章,become orderly; develop coherence
14900,1,换个儿,huàn gè er,,,动,互相调换位置,你们俩不要换个儿,swap places; exchange positions with each other
14901,1,无端,wú duān,,,副,毫无来由地；无缘无故地,无端受辱,for no reason; without cause
14902,1,诱导,yòu dǎo,,,动,启发引导,善于诱导,guide; lead through persuasion or inspiration
14903,1,教诲,jiào huì,,,动,教育诱导,深受熏陶和教诲｜牢记师长的教诲,instruct; teach and guide
14905,1,外套,wài tào,,,名,指大衣,这件外套很暖和。｜她买了新外套。,overcoat; a long outer garment
14905,2,外套,wài tào,,,名,穿在外面的比较宽大的西式短上衣,这件外套很合身。｜他穿着灰色外套。,jacket; a loose-fitting outer top
14907,1,玉兰,yù lán,,,名,落叶乔木，叶子倒卵状。花也叫玉兰，生于枝顶，呈钟状，早春开放，多为白色或紫色，有芳香。可供观赏,玉兰花开了。｜院子里有棵玉兰树。,"magnolia; a tree with fragrant, bell-shaped flowers in early spring"
14909,1,背面,bèi miàn,,,名,物体的反面或后面（跟“正面”相区别）,纸的背面｜教学楼背面对着操场。,back side; the reverse or rear of an object
14910,1,虚心,xū xīn,,,形,不自满；谦虚,虚心听取意见,open-minded; humble and receptive
14912,1,此等,cǐ děng,,,名,这种；这类,此等事情｜此等打法,this kind; such as this
14913,1,领地,lǐng dì,,,名,领土,这是狮子的领地。｜领地需要保护。,territory; domain or land under control
14913,2,领地,lǐng dì,,,名,领主占有的土地,解放前，西藏农奴主有大量领地。,territory
14915,1,陶器,táo qì,,,名,用黏土烧制的器物，质地较瓷器疏松，有吸水性。有的也上粗釉,这个陶器很古老。｜陶器容易破碎。,pottery
14916,1,独占,dú zhàn,,,动,独自占据,独占市场,monopolize
14917,1,邦交,bāng jiāo,,,名,国家间的正式外交关系,缔结邦交｜邦交正常化,diplomatic relations
14918,1,中国通,zhōng guó tōng,,,名,指熟悉中国情况的外国人,他是个中国通。｜这位中国通很了解中国。,China expert
14919,1,做官,zuò guān,,,动,担任官职；现指担任领导职务,做官就要想着老百姓,hold an official post
14920,1,祈求,qí qiú,,,动,十分诚恳而殷切地希望或请求,祈求幸福｜祈求谅解,pray
14921,1,水能,shuǐ néng,,,名,由水体运动产生的能量,水能可以发电。｜我们利用水能。,hydropower
14921,2,水能,shuǐ néng,,,名,水力能源,水能是清洁能源。｜开发水能资源。,hydropower
14922,1,量力,liàng lì,,,动,估量自身力量或能力,量力而行｜不自量力,assess one's strength
14923,1,朝夕,zhāo xī,,,名,从早到晚；天天,朝夕相伴,morning and evening
14923,2,朝夕,zhāo xī,,,名,短暂的时间,学习书法不是朝夕之功。,a short time
14924,1,僵化,jiāng huà,,,动,变得僵硬；比喻凝固不变，停止发展,体制僵化｜头脑僵化,rigidify
14925,1,稀有,xī yǒu,,,形,极少有的；很少见的,稀有元素｜稀有金属｜世间稀有,rare
14926,1,疟疾,nüè ji,,,名,急性传染病，传染媒介是蚊子。症状为周期性发冷发热，热后大量出汗，头痛口渴，浑身无力。俗称疟子（yàozi）。,他得了疟疾。｜疟疾通过蚊子传播。,malaria
14927,1,幸而,xìng ér,,,副,幸亏；多亏,幸而抢救及时，才转危为安。,fortunately
14928,1,己见,jǐ jiàn,,,名,自己的见解,坚持己见,one's own opinion
14929,1,光临,guāng lín,,,动,敬词，用于称客人来到,欢迎顾客光临｜请光临寒舍一叙,honorific for a guest's arrival
